Gene	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	GC10	GC11	GC12
1700016K19Rik	0.241828321	0.370231524	0.880991775	1.380048654	1.296073686	1.589784881	1.894681447	1.76832773	2.075262611	1.988145538	1.871261515	1.831334222
1700016L21Rik	0.001044569	0.01747673	0	0.001433963	0.000803394	0.00097349	0.002919468	0.123334216	0.02541357	0.294786201	0.397970666	0.163708946
1700016P03Rik	0.003783185	0	0.074857794	0.008512251	0.018271404	0.054940144	0.059210583	0.088393252	0.052078052	0.058514655	0.152003803	0.230588724
1700016P04Rik	0.070773654	0.462331283	0.471191506	0.038709889	0.021627126	0.029720694	0.048064487	1.25336651	0.087218748	0.888120737	2.107620716	2.825372372
1700017B05Rik	0.06169647	0.279280189	0.104664453	0.296851967	0.349186893	0.202706924	0.175303312	0.209633043	0.163223302	0.18952966	0.328770487	0.288535373
1700017D01Rik	0.072015559	0.239518176	1.382033151	1.28931023	1.382841714	1.570368226	1.61245632	1.391675699	1.615034835	1.503455153	1.358433572	1.701102382
1700017G19Rik	0.0145791	0	0.598483339	0.485262558	0.634008037	0.809165799	0.606544992	0.428384771	0.416075699	0.336546913	0.123803482	0.033254577
1700017I07Rik	0.003224106	0.026343933	0.063760518	0.112930249	0.101506685	0.131316554	0.132844691	0.061083683	0.099356203	0.059043412	0.048734616	0.029659409
1700017J07Rik	0.003406848	0.058283262	0	0.010957833	0.005862018	0.018171364	0.199053294	0.414697028	0.64243891	0.891898363	0.577405334	0.09630566
1700017N19Rik	0.052332314	0.146379805	0.643432442	0.267484384	0.27119871	0.329935177	1.029702192	1.117258969	1.553821566	1.745837716	1.627471769	1.570382244
1700018A04Rik	0.013324144	0.139863905	0.300048859	0.334645717	0.398883283	0.531830754	0.690678175	0.470209501	0.814478465	0.777756757	0.538976211	0.17057895
1700018A14Rik	0	0	0	0.003875603	0	0.000348991	0.007435207	0.035902228	0.04893988	0.097182269	0.139797945	0.029197758
1700018B08Rik	0.066531875	0.246475986	0.541164791	0.668703142	0.637536412	0.858692225	1.142561989	1.040051199	1.490491417	1.47859186	1.284800783	1.249388466
1700018B24Rik	0.955223946	1.103199648	1.401213372	2.143466681	2.317378431	2.620722413	2.288028619	1.962226918	1.98675282	1.608233098	1.048273477	0.34520023
1700018C11Rik	0.046141656	0.392217713	0.658193662	0.06391327	0.025188938	0.063854137	0.75705244	1.170752536	1.697252183	2.003482116	1.876817183	2.087035306
1700018F24Rik	0.03900764	0.088889053	1.317354325	1.180556584	1.375735844	1.392653311	1.323803747	0.941897993	1.23275161	0.900375958	0.183528347	0.04838547
1700018L02Rik	0.063703997	0.164370274	1.332430762	1.663206561	1.526281256	1.566616236	1.508842431	1.365432129	1.410671118	1.173775265	0.528719998	0.154056635
1700018M17Rik	0.005411594	0	0.066992618	0.008954911	0.004332702	0.024089614	0.008738057	0.001160575	0.001581591	0.000213917	0	0
1700019A02Rik	0.093677343	1.220265058	1.337524821	1.78536263	2.021564769	1.969720019	2.141616727	1.956002267	2.146762696	2.021559071	1.673052699	0.511840783
1700019B03Rik	0.011207634	0.010900669	0	0.198906937	0.16077891	0.215677636	0.320867398	0.314651091	0.36688025	0.360687653	0.618989898	0.567402916
1700019B21Rik	0.90488098	0.440718196	0	0.003662472	0.017261012	0.011440886	0.022617035	0.069234078	0.030881193	0.029141223	0.06120284	0.13928521
1700019D03Rik	0.08144136	0.346835265	0.569271055	0.07868255	0.028784844	0.075634522	0.446737179	1.569064539	1.518003334	2.246791819	2.489590226	2.693754864
1700019E08Rik	0.004994439	0.103125651	0	0.025985576	0.018339392	0.011367781	0.005052226	0.012709859	0.001809179	0.001370607	0.000362336	0
1700019G17Rik	0.013415379	0.033519251	0	0.014365297	0.010711308	0.011699787	0.013719239	0.083346091	0.009560074	0.004704083	0.259254498	0.636000394
1700019G24Rik	0.036495756	0.231213759	0.630713725	0.902437013	1.231581846	1.458766186	1.465042908	1.115221994	1.333143275	1.198146628	1.058004208	0.800274546
1700019L03Rik	0.019719847	0.040936314	0.358570971	0.251210887	0.285629508	0.421548502	0.724750227	0.560521936	0.912547226	0.860272795	0.667252165	0.342597701
1700019M22Rik	0.071337025	0.39436286	0.526109282	0.071062406	0.024003122	0.07691272	0.272295521	1.484320849	1.150778818	1.972812245	2.478710808	2.903566585
1700019N19Rik	0.086555209	0.38296503	0.438460106	0.283238049	0.276927939	0.410974774	0.508719835	1.586754914	1.271818101	2.124759027	2.594874077	2.526383504
1700019O17Rik	0.002911279	0.002765797	0.039046567	0.00784737	0.002115307	0.003446081	0.005277422	0.16566227	0.00861255	0.058473256	0.640524826	0.637077811
1700019P21Rik	0.002772922	0	0	0.001853075	0.002383061	0.000449176	0.002621986	0.137670523	0.007289002	0.048569392	0.356821505	0.68801847
1700020A23Rik	0.011112465	0.090501559	0.09195793	0.013826789	0.008690119	0.004143122	0.013370998	0.345217379	0.023527449	0.096257374	0.913960083	1.393242049
1700020D05Rik	0.136345799	0.374726096	1.466867608	1.90783809	2.097969344	2.552347334	2.452297292	2.08449202	2.299663191	2.100650981	1.593857009	0.382236158
1700020G17Rik	0.021214714	0.049137977	0.102294706	0.008199956	0.004418739	0.008195227	0.012964596	0.43636995	0.055741648	0.408724468	0.845309536	1.276023904
1700020I14Rik	1.147578482	0.67242383	0.491892561	0.334658604	0.343410897	0.215603852	0.50205742	0.334187603	0.542097163	0.438225763	0.324286693	0.418928976
1700020L24Rik	0.019076452	0	0	0.012447568	0.011513729	0.023390393	0.786993898	0.651366046	1.394900061	1.446711078	0.723531261	0.3352534
1700020M21Rik	0.000431598	0.002765797	0	0.016025452	0.007678024	0.004429262	0.004332839	0.008887811	0.001594759	0.001285367	0.001742543	0
1700020N01Rik	0.065278218	1.752968604	0.824095031	1.164768279	1.126272228	1.304417213	1.12201949	1.180903654	1.154157088	1.332997441	1.086486051	0.248440468
1700020N15Rik	0.003163471	0.056606745	0	0.004392127	0.003667487	0.009860481	0.051194213	0.377203662	0.197180014	0.423575617	0.618050856	1.088815387
1700020N18Rik	0.006142221	0.211263283	1.930219867	0.836832542	0.695984885	0.643161151	0.519104223	0.502511747	0.421243839	0.31063658	0.203787273	0.236026308
1700021A07Rik	0.015305456	0.027758247	0	0.028375636	0.012060163	0.023616826	0.027161449	0.042981274	0.018528164	0.01674378	0.011521568	0.010470598
1700021F05Rik	0.354595594	0.67612973	0.432322091	0.556971781	0.559927609	0.411905293	0.494481796	0.409901458	0.452831073	0.383334549	0.385656352	0.454601325
1700021F07Rik	0.084539877	0.388605256	0.507643913	0.858812007	0.675511459	0.926443893	1.668468015	1.559608349	2.087826639	2.228361717	2.155849703	1.099739066
1700021J08Rik	0.00224939	0.002765797	0	0.003847123	0.000710663	0.002989132	0.003000705	0.041686725	0.001981147	0.014113437	0.246066006	0.504079001
1700021K19Rik	0.207060691	0.18549036	0.661991834	0.427851287	0.455412626	0.557649544	0.459303078	0.290592268	0.380311143	0.250816483	0.099262087	0.081836138
1700021L23Rik	0.008891109	0.028569454	0	0.139260474	0.048868369	0.067445851	0.035156401	0.060835718	0.020568516	0.010023653	0.008799382	0.001424482
1700021N21Rik	0.010197802	0.035078517	0.043502708	0.080388006	0.093824241	0.1401458	0.434260255	0.280904632	0.472988332	0.363587578	0.29161575	0.133794819
1700021P04Rik	0	0	0.066992618	0.004116836	0.00251004	0.022768266	0.02123841	0.030805947	0.024052819	0.026086706	0.018634578	0.018454378
1700022A21Rik	0.035108065	0.238409754	0.039046567	0.025837113	0.009535848	0.026718865	0.045601638	0.691161412	0.358495626	1.088511938	1.452802485	1.628623994
1700022A22Rik	0.00079467	0.052654166	0	0.010904974	0.006654144	0.022837894	0.044917883	0.284686914	0.228622264	0.489430283	0.692583666	0.614973414
1700022E09Rik	0.007049378	0	0	0.000895529	0.00041577	0.004519007	0.006899025	0.136739722	0.114903827	0.249167742	0.196763907	0.14688728
1700022F17Rik	0.00137516	0.075350447	0.10016774	0.004046253	0.000447585	0.002542606	0.060621666	0.11047049	0.072003899	0.07230262	0.593835873	0.168392462
1700022H16Rik	0	0	0	0.000354042	0	0	0.002513989	0	0.006382361	0.035725907	0.013546469	0.002537734
1700022I11Rik	0.049025704	0.104939866	0.229672836	0.201938778	0.311404516	0.366245459	0.584990405	0.333442871	0.870664633	0.550104549	0.091165153	0.03542379
1700022N22Rik	0.048378285	0	0.094395415	0.18980662	0.187579476	0.2245686	0.224446598	0.095837666	0.179382921	0.138523158	0.093238159	0.050242833
1700023C21Rik	0.00872535	0	0	0.007244863	0.000281365	0.005153304	0.094377443	0.328422693	0.334132201	0.584856536	0.420771214	0.149189911
1700023E05Rik	0.021012855	0.15618694	0.102252636	0.277004255	0.272423902	0.316766388	0.367694676	0.779824341	0.383459709	0.663009209	1.635834631	1.57026568
1700023F02Rik	0.003791706	0.036323254	0.322783366	0.561497959	0.601009485	0.603805441	0.558733317	0.437644378	0.488758096	0.444921148	0.278614468	0.028641771
1700023F06Rik	0.08935941	0.038140649	0	0.011638138	0.006588838	0.017951942	0.035281858	0.408301887	0.28801568	0.843379107	1.093691209	0.895940701
1700023G09Rik	0.004156853	0.020333508	0	0.002797522	0.000472212	0.005642272	0.005903035	0.239290992	0.026943047	0.440134721	0.54092978	0.031784125
1700023H06Rik	0.003319348	0.032255451	0.078629654	0.043041149	0.139573456	0.065987572	0.311955895	0.187407595	0.436254999	0.412514545	0.255640712	0.112366569
1700024B05Rik	0.002560925	0.026343933	0	0.06659531	0.043050546	0.011568735	0.001996786	0.035820293	0.003305642	0.003329393	0.005408143	0.003367419
1700024B18Rik	0.00381335	0.017436504	0.162456216	0.006711007	0.003899806	0	0.022842181	0.045881088	0.0246471	0.104168828	0.100853627	0.019849937
1700024G13Rik	0.019131074	0.002765797	0	0.057041777	0.036692052	0.057960992	0.664697637	0.623001056	1.060724607	1.092630735	1.032784175	1.05605999
1700024J04Rik	0.015296533	0.022335918	0.205518776	0.00535506	0.002740201	0.030527063	0.53235595	0.297032244	0.849397385	0.831529197	0.314472092	0.026677183
1700024P04Rik	0.079392805	0.41821598	0.289991434	0.073728263	0.040861989	0.088111852	0.163906197	1.300179153	0.715574378	1.666248795	2.165319305	2.689374855
1700024P16Rik	0.011471171	0.090525836	0	0.003276268	0.006787701	0.00256872	0.00134327	0	0.006346798	0.004093939	0.025422908	0.031402681
1700025B11Rik	0.00952982	0.047599025	0.170427499	0.015234329	0.011243253	0.019554417	0.521891624	0.39411878	0.818935635	0.858678665	0.682686556	0.555400897
1700025C18Rik	0.003302799	0	0	0.002263101	0.003048284	0.008305394	0.001182653	0.089250043	0.0140218	0.160779004	0.426261431	0.307743233
1700025D23Rik	0.009058692	0.035422997	0	0.001600462	0.001473943	0.004122737	0.010792112	0.176250676	0.074602786	0.416320222	0.431795372	0.166744381
1700025F22Rik	0.042284062	0.186889952	0.940905434	1.113222841	1.449495564	1.810736214	1.762527966	1.379652583	1.697458821	1.540820541	1.035132194	0.457250012
1700025F24Rik	0.000822829	0.041091766	0.098186311	0.211829048	0.201476188	0.206057557	0.212306225	0.174279199	0.155136325	0.143751961	0.108369944	0.070727573
1700025G04Rik	0.180728417	0.14248744	0.082096688	0.007347873	0.004583761	0.006974766	0.00649663	0.175343207	0.015267619	0.042560851	0.764576674	1.117898859
1700025H01Rik	0.002146114	0.002765797	0	0.002422105	0.001742267	0.001690421	0.003496306	0.170611971	0.044412285	0.18029112	0.420001198	0.56858993
1700025K24Rik	0	0.005523966	0	0.002735608	0.003177288	0.00260628	0.011556672	0.104420874	0.20281868	0.381797407	0.293613963	0.195293139
1700025M24Rik	0.005212263	0.030555232	0.043502708	0.007482678	0.009501591	0.010472453	0.034334042	0.272155086	0.183989668	0.502283031	0.577175586	0.707965653
1700025N21Rik	0.000945642	0	0	7.19E-05	0.000526305	0.000552368	0.00025772	0.049861271	0.001158457	0.051407963	0.119040706	0.132955323
1700025N23Rik	0.009362805	0.038384767	0	0.003834601	0.000896309	0.006094152	0.007780734	0.335127964	0.099445642	0.654425806	0.609603435	0.137407561
1700025O08Rik	0	0	0	0	0	0.000565754	0	0	0.00014219	0.00436139	0.03129224	0.003960506
1700026D08Rik	0.054033599	0.130133909	0.852151603	1.105037747	1.204023386	1.55083653	1.674366738	1.111960686	1.436159794	0.773991073	0.284713694	0.156208768
1700026D11Rik	0.039105219	0.143466094	1.333287919	1.179585073	1.062329639	0.970916832	0.834183644	0.756070959	0.632325281	0.401037643	0.214110451	0.102696311
1700026F02Rik	0.003299075	0.049201993	0.204409862	0.168451478	0.24907225	0.461154127	0.431340861	0.176266571	0.335049769	0.287725611	0.191661503	0.107680768
1700026J12Rik	0.024527061	0.014087121	0.568659274	1.127479441	1.155663226	1.207030234	0.84274945	0.715058462	0.612102841	0.247956491	0.073760909	0.058495626
1700026J14Rik	0.005337791	0	0	0.141711764	0.142389142	0.078428897	0.047934636	0.042582832	0.019208343	0.005021659	0.004743361	0.003290374
1700026L06Rik	0.121131566	0.286444643	0.510701393	0.325703029	0.31656004	0.251954397	0.350834406	1.630949647	1.058383526	2.013088495	2.748754376	2.594249043
1700027A07Rik	0.006758087	0	0.039046567	0.02979094	0.037687692	0.035178444	0.100285079	0.080405573	0.101381578	0.085948284	0.081155295	0.063685094
1700027A15Rik	0.16841867	0.954595893	0.825179164	0.118481993	0.069733364	0.124068583	0.161515573	1.683652644	0.224752511	0.664041403	2.583692351	3.626216096
1700027F09Rik	0.002259386	0	0	0.001671098	0.000899742	0.002265244	0.012284676	0.345719323	0.133734178	0.650141402	0.553456807	0.262985523
1700027H10Rik	0	0	0	0	0	0.000380129	0	0.026299991	0	0.006530729	0.036576473	0.028860661
1700027I24Rik	0.00131955	0	0	0.006214979	0.001910885	0.005654885	0.061283158	0.384819825	0.316155734	0.571597674	0.432936157	0.044813759
1700028B04Rik	0	0	0	0.005826504	0.00337653	0.007905076	0.011086933	0	0.021397716	0.031613863	0.040960542	0.006922435
1700028D13Rik	0.007812038	0.039429658	0.108029868	0.011870867	0.003086781	0.004842414	0.334941915	0.356248003	0.744311024	0.895860006	0.692206166	0.328420206
1700028E10Rik	0.177142221	0.167153876	0.825800503	0.242576595	0.223734636	0.19606352	0.135407958	0.104941068	0.178747817	0.251986753	0.159911521	0.067921438
1700028I16Rik	0.052162028	0.042355526	0.267425026	0.421524114	0.498164374	0.549936995	0.451311826	0.250375677	0.383307869	0.327423743	0.227317435	0.299836899
1700028J19Rik	0.167279442	0.375388128	1.29998186	2.257959214	2.28005477	2.472135128	2.238215896	1.951293386	2.020874127	1.728906845	1.367153307	0.741891647
1700028K03Rik	0.140000621	0.562747748	0.10016774	0.494795854	0.529582796	0.403170717	0.380069598	0.323726845	0.328388231	0.196652471	0.051526667	0.015174747
1700028M03Rik	0	0	0	0.000247814	0.000155156	0.000357943	0.000912318	0.043468461	0.011312893	0.070017513	0.153674765	0.061544481
1700028N14Rik	0.008330302	0	0	0.018088179	0.011937708	0.010539617	0.013527075	0.007016013	0.007026409	0.006543797	0.007684832	0.018196955
1700028P14Rik	0.085845347	0.168736608	0.485872341	0.483801881	0.730492595	0.980660486	1.662409548	1.466212166	2.107695785	2.255901088	1.801131861	0.155253583
1700028P15Rik	0.010368352	0	0.454451463	0.298615438	0.274339523	0.51152512	0.399403598	0.28991875	0.305520398	0.236942304	0.100504286	0.013955701
1700029B22Rik	0.008259221	0.110618189	0.039046567	0.015371658	0.005357905	0.011007218	0.015508891	0.364726808	0.017832747	0.088638199	1.028955695	1.476017591
1700029E06Rik	0.013085834	0	0	0.003106056	0.001787049	0.006649777	0.013894598	0.179910042	0.250725606	0.818036362	0.33982718	0.014763434
1700029F12Rik	0.117878026	0.419105535	1.37105018	2.055186974	1.973833747	2.196137543	2.115961497	1.943023803	1.99892874	1.84697112	1.632063507	1.893868585
1700029H14Rik	0.132824687	0.630689254	0.617821765	0.105835883	0.041521262	0.085718085	0.359597887	1.699995694	1.181570343	2.020968771	2.609217616	3.161533341
1700029I15Rik	0.031756599	0.234768929	0.08170534	0.046587801	0.02621455	0.043754679	0.388394443	0.732487006	1.133174539	1.567235368	1.423920886	0.355094786
1700029J03Rik	0	0	0	0.001648251	0.001101389	0.003317794	0.029024862	0.005256835	0.023847403	0.028542723	0.030022234	0.021601761
1700029J07Rik	0.118639404	0.586496645	0.144777704	0.051391429	0.036442414	0.021837599	0.833851542	0.531322574	1.282296148	1.196996885	0.493293013	0.077893643
1700029M03Rik	0.014658554	0	0	0.00706967	0.004557667	0.004622879	0.008350244	0.312227398	0.036032915	0.493741154	1.121477831	0.503845254
1700029M20Rik	0.050948618	1.123488913	1.980723041	1.564773672	1.472826998	1.204859534	1.044383232	1.108148704	0.784543479	0.532097844	0.368367819	0.295699176
1700029N11Rik	0.002926127	0.054717046	0	0.004317642	0	0.005082138	0.014767802	0.165876739	0.237225496	0.528443542	0.453475381	0.145416085
1700029P11Rik	0.125977882	1.019218496	1.388254015	1.858052108	1.855322234	1.74408824	1.436163283	1.355424925	1.034041189	0.327686761	0.088913713	0.098179366
1700030A11Rik	0	0	0.074857794	0.110952357	0.09948396	0.134269858	0.144422764	0.084445652	0.10712443	0.070130425	0.031177253	0.009920741
1700030C10Rik	0.202382573	0.11875833	0.323436426	0.237718485	0.068511128	0.240105404	0.186209789	0.292622555	0.114797394	0.156461348	0.543512055	0.292557233
1700030C12Rik	0.104109139	0.46104341	1.816343435	1.597918483	1.732509215	1.957187896	1.930984728	1.737937856	1.80207235	1.602522816	1.430167216	1.729592221
1700030C14Rik	0.015370115	0.01832694	0.175843089	0.156768026	0.156058241	0.292458118	0.600901208	0.446598451	0.85386815	0.818255524	0.613851146	0.50371977
1700030F04Rik	0.010749586	0	0.070600443	0.010083381	0.005812176	0.007361209	0.015979104	0.333712827	0.065545727	0.440380486	0.994757496	0.754065824
1700030I03Rik	0.002122219	0	0	0.000100584	0	0.000373976	0.001893576	0	0.015185434	0.04151004	0.02502418	0.028450069
1700030J22Rik	0.150168683	0.480143543	0.493495901	0.46503052	0.472849765	0.696855766	1.229950686	1.383358436	1.666052091	1.89831648	2.094493595	1.872121274
1700030K09Rik	0.095964308	0.335859611	0.60547898	0.495900315	0.464967994	0.433038394	0.343754117	0.399567316	0.304989274	0.362592279	0.522473477	0.268547162
1700030L20Rik	0.006380497	0	0.098718878	0.005700997	0.001338049	0.004301379	0.023390106	0.17199822	0.301375834	0.656679703	0.381395111	0.092731434
1700030M09Rik	0.023058376	0.032518538	0.108029868	0.013636038	0.016413051	0.016404639	0.309281765	0.353596201	0.765791451	0.828094136	0.48654345	0.054983131
1700030N03Rik	0.005493372	0.035639659	0.064948189	0.008169866	0.002422391	0.00689661	0.136818903	0.319001521	0.328208354	0.537743354	0.805578615	0.568032271
1700030O20Rik	0.017350328	0.072471474	0.250164856	0.291009833	0.420368726	0.544873935	0.485318007	0.293556465	0.410301063	0.333544345	0.254089675	0.161124611
1700031A10Rik	0	0	0	0.019473288	0.021688651	0.019467641	0.014266873	0.002798871	0.01119122	0.005522055	0.002978306	0.002305554
1700031F05Rik	0.029601408	0	0	0	0	0	0	0	0	0.001788303	0.014945887	0.013009748
1700031F10Rik	0.009347273	0.100773985	0	0.005729474	0.00311419	0.00301439	0.003276609	0.214983132	0.014923901	0.103461994	0.572576974	1.095813902
1700031L13Rik	0.051767629	0.073997446	0.141221383	0.026040071	0.011773257	0.032388866	0.16213571	0.938521102	1.102785357	1.81673104	1.780336881	0.533721958
